variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
Catuai,Brazil,Natural / Dry,2016,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,0.11,076
Catuai,Honduras,Washed / Wet,2015,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,0.09,340
Yellow Bourbon,Brazil,Other,2015,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,0.12,076
Other,Philippines,Washed / Wet,2014,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,7.33,0.14,608
Gesha,Malawi,Washed / Wet,2014,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,0.13,454
Catuai,Honduras,Washed / Wet,2014,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.12,340
Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,7.25,0.13,484
Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,0.12,484
Catuai,Brazil,Natural / Dry,2012,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,076
Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,0.0,076
Catuai,Nicaragua,Washed / Wet,2015,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,0.1,558
Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,0.12,340
Pacamara,Guatemala,Washed / Wet,2014,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,0.09,320
Caturra,Guatemala,Washed / Wet,2013,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,7.08,0.11,320
Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,10.0,7.5,0.12,484
Caturra,Nicaragua,Washed / Wet,2016,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,7.25,0.09,558
Caturra,Mexico,Washed / Wet,2015,7.75,7.58,7.08,7.25,7.08,7.25,10.0,10.0,10.0,7.17,0.12,484
Caturra,Costa Rica,Washed / Wet,2015,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,0.11,188
Catuai,Honduras,Natural / Dry,2015,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.13,340
Caturra,Thailand,Washed / Wet,2014,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,0.12,764
Typica,Philippines,Natural / Dry,2014,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,7.25,0.0,608
Caturra,Malawi,Washed / Wet,2014,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,0.12,454
Catuai,Costa Rica,Washed / Wet,2014,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,7.25,0.11,188
Catuai,Brazil,Natural / Dry,2013,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,0.11,076
Typica,Mexico,Natural / Dry,2012,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,10.0,7.08,0.13,484
Caturra,Guatemala,Washed / Wet,2012,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,0.12,320
Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,0.12,076
Caturra,Ethiopia,Natural / Dry,2016,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,0.11,231
Mundo Novo,Brazil,Natural / Dry,2016,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,7.33,0.11,076
Other,Nicaragua,Washed / Wet,2015,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,7.0,0.11,558
Pache Comun,United States,Natural / Dry,2014,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,0.0,840
Caturra,Costa Rica,Washed / Wet,2014,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,7.17,0.13,188
Typica,Mexico,Washed / Wet,2012,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,7.25,0.13,484
Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,10.0,7.08,0.12,484
Typica,Mexico,Washed / Wet,2012,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,10.0,7.25,0.11,484
Typica,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,10.0,7.25,0.1,484
Bourbon,Brazil,Pulped natural / honey,2012,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,7.33,0.11,076
Bourbon,El Salvador,Washed / Wet,2017,7.42,7.08,7.08,7.33,7.25,7.58,10.0,10.0,10.0,7.25,0.0,222
Yellow Bourbon,Brazil,Pulped natural / honey,2017,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,0.11,076
Bourbon,Guatemala,Washed / Wet,2016,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,7.25,0.09,320
Caturra,Colombia,Washed / Wet,2016,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,7.75,0.0,170
Bourbon,Guatemala,Washed / Wet,2015,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,320
Caturra,Honduras,Natural / Dry,2014,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,0.12,340
Mundo Novo,Brazil,Natural / Dry,2014,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,0.12,076
SL14,Uganda,Natural / Dry,2013,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.12,800
Caturra,Thailand,Washed / Wet,2012,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,0.0,764
Other,Mexico,Washed / Wet,2012,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.12,484
Typica,Mexico,Washed / Wet,2012,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,0.0,484
Bourbon,Guatemala,Washed / Wet,2017,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,320
SL28,Kenya,Washed / Wet,2017,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,0.11,404
Bourbon,Mexico,Washed / Wet,2017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,0.11,484
Other,Myanmar,Other,2015,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,0.0,104
Yellow Bourbon,Brazil,Natural / Dry,2015,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,0.12,076
Bourbon,Brazil,Natural / Dry,2015,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,0.1,076
Caturra,Nicaragua,Washed / Wet,2013,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,0.1,558
Pacas,Guatemala,Washed / Wet,2014,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,0.12,320
Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,0.13,484
Peaberry,Thailand,Washed / Wet,2012,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,0.0,764
Caturra,Guatemala,Washed / Wet,2013,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,0.11,320
Catuai,Mexico,Semi-washed / Semi-pulped,2012,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,0.13,484
Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.11,484
Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.13,484
Caturra,Colombia,Washed / Wet,2010,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,0.01,170
Caturra,Brazil,Natural / Dry,2016,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,0.0,076
Catuai,Myanmar,Washed / Wet,2015,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,0.0,104
Caturra,Guatemala,Washed / Wet,2015,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,0.12,320
Other,Nicaragua,Washed / Wet,2015,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,0.12,558
Caturra,Honduras,Natural / Dry,2015,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,0.11,340
Caturra,Panama,Other,2014,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,0.11,591
Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,0.09,340
Catuai,Honduras,Natural / Dry,2015,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,0.13,340
Caturra,Costa Rica,Washed / Wet,2014,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,0.11,188
Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,0.11,484
Typica,Haiti,Washed / Wet,2012,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,0.12,332
Mandheling,Indonesia,Semi-washed / Semi-pulped,2015,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,0.13,360
Bourbon,Guatemala,Washed / Wet,2016,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,0.11,320
Caturra,Costa Rica,Washed / Wet,2015,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,0.11,188
Caturra,Malawi,Washed / Wet,2014,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,0.12,454
Typica,Mexico,Washed / Wet,2014,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,0.12,484
Caturra,Colombia,Natural / Dry,2014,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,0.0,170
Bourbon,Guatemala,Washed / Wet,2013,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,0.12,320
Bourbon,Guatemala,Washed / Wet,2012,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,0.11,320
Bourbon,Guatemala,Washed / Wet,2012,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,0.11,320
Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,0.18,170
Caturra,Brazil,Washed / Wet,2016,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,0.11,076
Caturra,Nicaragua,Washed / Wet,2016,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,0.11,558
Bourbon,Brazil,Semi-washed / Semi-pulped,2015,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,0.0,076
Caturra,Honduras,Washed / Wet,2014,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,0.11,340
Bourbon,Guatemala,Natural / Dry,2014,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,0.11,320
Caturra,Colombia,Washed / Wet,2012,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,0.0,170
Caturra,Guatemala,Washed / Wet,2017,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.1,320
Catuai,Honduras,Washed / Wet,2017,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,0.11,340
Caturra,Mauritius,Washed / Wet,2016,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,0.12,480
Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2016,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,0.11,076
Other,Myanmar,Washed / Wet,2015,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.0,104
Other,Guatemala,Washed / Wet,2014,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,0.11,320
Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2013,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,0.1,076
Bourbon,Guatemala,Washed / Wet,2013,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,0.12,320
Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,0.15,484
Caturra,Honduras,Washed / Wet,2016,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,0.1,340
Bourbon,El Salvador,Washed / Wet,2013,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,0.0,222
Other,China,Washed / Wet,2013,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,0.17,156
Typica,Mexico,Washed / Wet,2012,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,0.1,484
Caturra,Mexico,Washed / Wet,2012,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,0.12,484
Caturra,Burundi,Washed / Wet,2016,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,0.12,108
Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,0.11,320
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,0.11,484
Caturra,Ethiopia,Washed / Wet,2010,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,0.1,231
Catuai,Brazil,Natural / Dry,2018,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,0.11,076
Caturra,Honduras,Natural / Dry,2016,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,0.1,340
Caturra,Mexico,Washed / Wet,2016,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,0.1,484
Other,Myanmar,Natural / Dry,2015,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,0.11,104
Catuai,Myanmar,Natural / Dry,2014,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,0.0,104
Caturra,Nicaragua,Washed / Wet,2015,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,0.11,558
Typica,Colombia,Washed / Wet,2012,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,170
Caturra,Guatemala,Washed / Wet,2012,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,0.11,320
Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,0.11,484
Caturra,Nicaragua,Washed / Wet,2015,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,0.11,558
Catuai,Honduras,Washed / Wet,2015,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,0.11,340
Bourbon,Guatemala,Washed / Wet,2013,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,0.11,320
Typica,Mexico,Washed / Wet,2012,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,0.11,484
Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,0.14,484
Bourbon,Mexico,Washed / Wet,2012,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,0.12,484
Bourbon,Guatemala,Washed / Wet,2012,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,0.11,320
Bourbon,Brazil,Pulped natural / honey,2018,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,076
Caturra,Nicaragua,Natural / Dry,2013,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,0.1,558
Typica,Mexico,Washed / Wet,2012,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,0.15,484
Typica,Mexico,Washed / Wet,2012,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,0.14,484
Caturra,Nicaragua,Washed / Wet,2017,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,0.1,558
Other,Myanmar,Washed / Wet,2015,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,0.0,104
Typica,Mexico,Washed / Wet,2014,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,0.0,484
Caturra,Thailand,Washed / Wet,2012,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,0.0,764
Typica,Mexico,Washed / Wet,2012,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,0.12,484
Other,Mexico,Washed / Wet,2012,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,0.11,484
Caturra,Ethiopia,Washed / Wet,2010,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,231
Caturra,Colombia,Washed / Wet,2015,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,0.0,170
Bourbon,Mexico,Washed / Wet,2013,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,0.12,484
Other,Mexico,Washed / Wet,2012,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,0.12,484
Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,0.0,484
Catuai,Mexico,Washed / Wet,2012,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,0.11,484
Typica,Mexico,Natural / Dry,2012,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,0.12,484
Mundo Novo,Mexico,Washed / Wet,2012,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,0.11,484
SL34,Kenya,Washed / Wet,2017,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,0.11,404
Bourbon,Guatemala,Washed / Wet,2017,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,0.1,320
Caturra,Nicaragua,Washed / Wet,2014,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,0.11,558
Typica,Mexico,Washed / Wet,2012,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,0.12,484
Bourbon,Guatemala,Washed / Wet,2016,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,320
Caturra,Thailand,Washed / Wet,2013,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,0.12,764
Caturra,Peru,Washed / Wet,2013,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,0.12,604
Catuai,Costa Rica,Washed / Wet,2013,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,0.1,188
Typica,Mexico,Washed / Wet,2013,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,0.12,484
Bourbon,Mexico,Washed / Wet,2013,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,0.13,484
Bourbon,Mexico,Washed / Wet,2013,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,0.12,484
Bourbon,Mexico,Washed / Wet,2012,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,484
Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,0.1,484
Bourbon,Guatemala,Washed / Wet,2012,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,0.0,320
Typica,Mexico,Washed / Wet,2012,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,0.12,484
Bourbon,Guatemala,Washed / Wet,2016,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,320
Bourbon,El Salvador,Washed / Wet,2016,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,0.0,222
Caturra,Thailand,Washed / Wet,2013,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,0.12,764
Bourbon,Guatemala,Washed / Wet,2013,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,0.11,320
Typica,Mexico,Washed / Wet,2013,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,0.12,484
Caturra,Mexico,Washed / Wet,2012,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,0.13,484
Mundo Novo,Mexico,Washed / Wet,2012,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,0.0,484
Peaberry,Thailand,Washed / Wet,2012,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,0.0,764
Typica,Mexico,Washed / Wet,2012,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,0.12,484
Caturra,Mexico,Washed / Wet,2012,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,0.13,484
Caturra,Colombia,Washed / Wet,2010,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,0.1,170
Caturra,Guatemala,Washed / Wet,2010,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,0.17,320
Caturra,Nicaragua,Natural / Dry,2015,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,0.12,558
Caturra,Colombia,Washed / Wet,2013,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,0.0,170
Caturra,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,0.12,484
Typica,Mexico,Washed / Wet,2012,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,0.12,484
Bourbon,Guatemala,Washed / Wet,2013,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,0.1,320
Other,Guatemala,Washed / Wet,2014,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,0.1,320
Typica,Mexico,Washed / Wet,2012,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,0.13,484
Caturra,Mexico,Washed / Wet,2016,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,7.08,0.13,484
Caturra,Colombia,Washed / Wet,2013,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,0.0,170
Typica,Mexico,Washed / Wet,2012,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,0.14,484
Typica,Mexico,Washed / Wet,2012,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,0.14,484
Bourbon,Guatemala,Washed / Wet,2012,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,0.11,320
Bourbon,Mexico,Washed / Wet,2012,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,0.13,484
Bourbon,Guatemala,Washed / Wet,2017,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,0.1,320
Catuai,Honduras,Washed / Wet,2017,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7.0,0.11,340
Bourbon,Guatemala,Washed / Wet,2016,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,0.11,320
Catuai,Guatemala,Washed / Wet,2015,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,0.11,320
Catuai,Costa Rica,Washed / Wet,2012,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,7.33,0.1,188
Typica,Mexico,Washed / Wet,2012,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,0.14,484
Typica,Mexico,Washed / Wet,2012,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,0.14,484
Typica,Mexico,Washed / Wet,2009,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,0.01,484
Bourbon,Guatemala,Washed / Wet,2017,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,0.1,320
Typica,Mexico,Washed / Wet,2012,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,0.16,484
Mundo Novo,Mexico,Washed / Wet,2012,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,0.11,484
Typica,Mexico,Washed / Wet,2012,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,0.1,484
Caturra,Mexico,Washed / Wet,2012,6.75,6.75,6.42,6.83,7.58,7.5,10.0,10.0,10.0,7.25,0.1,484
Other,Guatemala,Washed / Wet,2014,7.33,7.17,6.58,7.42,7.08,6.83,10.0,10.0,10.0,6.58,0.12,320
Pacas,Honduras,Washed / Wet,2014,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,0.11,340
Typica,Peru,Washed / Wet,2012,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,0.0,604
Mundo Novo,Mexico,Natural / Dry,2012,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7.0,0.12,484
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7.0,0.14,484
Typica,Mexico,Washed / Wet,2012,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,0.14,484
Typica,Mexico,Washed / Wet,2013,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7.0,0.12,484
Typica,Mexico,Washed / Wet,2012,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,0.16,484
Caturra,Nicaragua,Other,2016,7.17,7.0,6.92,7.0,7.0,7.0,10.0,10.0,10.0,6.75,0.1,558
Bourbon,Guatemala,Washed / Wet,2013,7.33,7.08,6.33,7.25,7.0,7.0,10.0,10.0,10.0,6.75,0.12,320
